Rule,Severity,Clock_Pair,Exception,Source,Destination,Classification,Semantic_Family,Result,Evidence,Change
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[24]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[14]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[25]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[15]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[26]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[16]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[27]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[17]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[28]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[18]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[29]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[19]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[30]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[20]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[31]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[21]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[32]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[22]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[33]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[23]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[34]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[24]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[35]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[25]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[36]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[26]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[37]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[27]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[38]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[28]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[39]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[29]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[40]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[30]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[41]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[31]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[4]/C,CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_window_16_lines_reg/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,CONFIG_MAILBOX,PASS,Group 1 preserved routed skew; capture_mailbox acknowledged hold/capture protocol,EXACT_PRIOR_ROW
CDC-3,Info,userclk1->nvp_vclk1,False Path,CAPTURE_SUBSYSTEM/MAILBOX/status_req_seen_pcie_reg/C,CAPTURE_SUBSYSTEM/MAILBOX/status_ack_sync1_nvp_reg/D,INTENTIONAL_TWO_STAGE_SYNCHRONIZER,LEVEL_SYNCHRONIZER,PASS,Exact unchanged report row; ASYNC_REG depth 2. CDC-10 source_ready/fatal level is held through handshake; four exact chain-cell attributes verified in continuation.,EXACT_PRIOR_ROW
CDC-9,Info,userclk1->nvp_vclk1,False Path,nvp_reset_app_autonomous_reg/C,CAPTURE_SUBSYSTEM/NVP_RESET_TO_NVP_SYNC/arststages_ff_reg[0]/PRE,ASYNC_ASSERT_SYNC_RELEASE_RESET,RESET_SYNCHRONIZER,PASS,Exact unchanged reset row with depth 2 ASYNC_REG; vendor/reset synchronizer chain,EXACT_PRIOR_ROW
CDC-9,Info,userclk1->nvp_vclk1,False Path,XDMA/inst/xdma_v41_m1_pcie2_to_pcie3_wrapper_i/pcie2_ip_i/inst/inst/user_reset_out_reg/C,CAPTURE_SUBSYSTEM/PCIE_RESET_TO_NVP_SYNC/arststages_ff_reg[0]/PRE,ASYNC_ASSERT_SYNC_RELEASE_RESET,RESET_SYNCHRONIZER,PASS,Exact unchanged reset row with depth 2 ASYNC_REG; vendor/reset synchronizer chain,EXACT_PRIOR_ROW
CDC-3,Info,userclk1->nvp_vclk1,False Path,G2B_ONECH_C2H/drop_seen_axi_reg/C,G2B_ONECH_C2H/drop_ack_sync1_source_reg/D,INTENTIONAL_TWO_STAGE_SYNCHRONIZER,LEVEL_SYNCHRONIZER,PASS,Exact unchanged report row; ASYNC_REG depth 2. CDC-10 source_ready/fatal level is held through handshake; four exact chain-cell attributes verified in continuation.,EXACT_PRIOR_ROW
CDC-1,Critical,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/release_generation_axi_reg[0][3]/C,G2B_ONECH_C2H/enable_applied_source_reg/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RELEASE_SLOT,PASS,Groups 14–17 56-cell slot payload sets and three semantic families; exact routed PASS; META-6/META-7R structural invariant authority,REVIEWED_REPRESENTATIVE_CHANGE
CDC-3,Info,userclk1->nvp_vclk1,False Path,G2B_ONECH_C2H/enable_req_toggle_axi_reg/C,G2B_ONECH_C2H/enable_req_sync1_source_reg/D,INTENTIONAL_TWO_STAGE_SYNCHRONIZER,LEVEL_SYNCHRONIZER,PASS,Exact unchanged report row; ASYNC_REG depth 2. CDC-10 source_ready/fatal level is held through handshake; four exact chain-cell attributes verified in continuation.,EXACT_PRIOR_ROW
CDC-10,Critical,userclk1->nvp_vclk1,False Path,G2B_ONECH_C2H/error_status_axi_reg[4]/C,G2B_ONECH_C2H/fatal_sync1_source_reg/D,INTENTIONAL_TWO_STAGE_SYNCHRONIZER,LEVEL_SYNCHRONIZER,PASS,Exact unchanged report row; ASYNC_REG depth 2. CDC-10 source_ready/fatal level is held through handshake; four exact chain-cell attributes verified in continuation.,EXACT_PRIOR_ROW
CDC-3,Info,userclk1->nvp_vclk1,False Path,G2B_ONECH_C2H/formatter_seen_axi_reg/C,G2B_ONECH_C2H/formatter_ack_sync1_source_reg/D,INTENTIONAL_TWO_STAGE_SYNCHRONIZER,LEVEL_SYNCHRONIZER,PASS,Exact unchanged report row; ASYNC_REG depth 2. CDC-10 source_ready/fatal level is held through handshake; four exact chain-cell attributes verified in continuation.,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/hard_event_baseline_hold_source_reg[0]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/hard_event_baseline_hold_source_reg[1]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/hard_event_baseline_hold_source_reg[2]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/hard_event_baseline_hold_source_reg[3]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/hard_event_clear_toggle_source_reg/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-3,Info,userclk1->nvp_vclk1,False Path,G2B_ONECH_C2H/overflow_seen_axi_reg/C,G2B_ONECH_C2H/overflow_ack_sync1_source_reg/D,INTENTIONAL_TWO_STAGE_SYNCHRONIZER,LEVEL_SYNCHRONIZER,PASS,Exact unchanged report row; ASYNC_REG depth 2. CDC-10 source_ready/fatal level is held through handshake; four exact chain-cell attributes verified in continuation.,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[0]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[1]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[2]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[3]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[4]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[5]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[6]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[7]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[8]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[9]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[10]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[11]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[12]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[13]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[14]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[15]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[16]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[17]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[18]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[19]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[20]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[21]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[22]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[23]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[24]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[25]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[26]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[27]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[28]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[29]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[30]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-15,Warning,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_hard_hold_axi_reg/C,G2B_ONECH_C2H/overflow_count_source_reg[31]/R,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
CDC-1,Critical,userclk1->nvp_vclk1,Max Delay Datapath Only,G2B_ONECH_C2H/transport_own_phase_hold_axi_reg/C,G2B_ONECH_C2H/own_ack_toggle_source_reg/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,TRANSPORT_RESET_MAILBOX,PASS,Group 8 preserved PASS; retained 2.500 ns settling bound and transport request/ack barrier,EXACT_PRIOR_ROW
